name,slug,species,description,genetic_cultivation_description,references,hero_image_attribution,lab_data_attribution,thc_min,thc_max,cbd_min,cbd_max,featured_position,featured,avatar_image_url,hero_image_url,aliases,effects,flavors
Runtz,runtz,hybrid,"Coming out of LA, this strain's candy-like smelling sweetness and colorful nugs lead to its naming. A mix of Zkittlez and Gelato #33, this strain has a smooth flavor that mostly matches the smell, with additional tropical and earthy hints. 

With a few different phenotypes, this hybrid strain can lean to either a more dominant sativa or indica. These nugs produce thick resin layers which make it extremely potent in any form. Perhaps that is why this strain is so elusive. Make sure to get your hands on this if you can; it'll have you feeling like a kid in a candy store.","This strain is adaptable to both indoor and outdoor growing conditions. While outdoor cultivation provides a slightly better yield, greater than 600 grams per plant, this strain will still do well indoors. With an indoor flowering time of 63 days, this strain from Apothecary Genetics produces dense nugs that can yield up to 450 grams per square meter.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': '5a360f3b-c4df-44a7-a34e-fd7b7f69253b', 'type': 'tag', 'name': 'Orange'}, {'id': 'df7855ae-6a11-4352-87c4-c6953d89acf1', 'type': 'tag', 'name': 'Pineapple'}]"
S.A.G.E.,s-a-g-e,hybrid,"Bred by Amsterdam’s T.H.Seeds, S.A.G.E. (or SAGE) is the result of crossing a Big Sur Holy mother with a male Afghani landrace.

With a THC content testing above 20%, the breeder claims the strain tends to produce uplifting effects that energize the body and calm the mind. 

S.A.G.E. won 2nd Place in the Blind Test at the 2001 High Times Cannabis Cup. ","The seed bank reports this high-THC, piney-sandalwood-flavored bud has mostly Sativa lineage, producing large, resinous buds in a 70-77 day flowering cycle. Growers should expect buds to double in size during the final weeks of flowering. ",T.H.Seeds,,,9.5,24.3,0.0,0.5,,False,https://images.weedmaps.com/strains/000/000/204/avatar/original/1553021244-171116_45639_SAGE_1.jpg,https://images.weedmaps.com/strains/000/000/204/hero/original/1553021244-171116_45639_SAGE_1.jpg,['SAGE'],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': 'd4aab54e-1407-4b4c-bc1a-13b6c01dbe62', 'type': 'tag', 'name': 'Tingly'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}]",[]
San Fernando Valley OG,san-fernando-valley-og,hybrid,,,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}]","[{'id': '48938613-7e33-48ce-860d-a4edc7168fdf', 'type': 'tag', 'name': 'Woody'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': '86bf2bdb-50ae-4c2e-ac4a-24410f478763', 'type': 'tag', 'name': 'Cheese'}]"
Sapphire OG,sapphire-og,hybrid,"California’s Humboldt Seed Organization created the shimmering Sapphire OG by backcrossing Florida OG and an Afghan strain. This combination led to a sativa-leaning strain with an intense flavor and aroma of diesel, pine, chocolate, citrus, and flowers. According to the breeder, Sapphire OG has between 18% to 24% THC and foliage that tends toward purple, and a strong fuel, wood, and fruit flavor profile.
","Sapphire OG grows well indoors or outdoors but reportedly needs some tending as it grows and flowers vigorously. Following an eight-week flowering cycle, this strain produces high yields of compact and elongated buds that are saturated with resin. If grown outdoors in the Northern Hemisphere, Sapphire OG plants should be harvested in late September or early October. If grown in the Southern Hemisphere, growers should expect to harvest their plants in late March or early April.",Humboldt Seed Organization,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/970/avatar/original/1570144685-171130F_41892_Sapphire_OG_1.jpg,https://images.weedmaps.com/strains/000/000/970/hero/original/1585593980-SapphireOG_Willard_Strain_BR.jpg,[],[],[]
Scooby Snacks,scooby-snacks,hybrid,"Created by the Oregon-based Archive Seeds Bank, which was founded by cultivator ThaDocta, Scooby Snacks is an indica-leaning cross between Face Off OG and an original GSC (formerly Girl Scout Cookies) Platinum cut from the San Francisco Bay Area. Named after the fictional treats fed to the iconic mystery-solving cartoon dog Scooby-Doo, this strain is said to have a powerfully relaxing effect that will make the “ruh-rohs” of the day fade away. 

According to the original breeder, Scooby Snacks grows tall in height and produces medium yields. Compared with other strains, Scooby Snacks requires a bit more time during the growing phase, while the flowering period takes just seven to nine weeks. The final product is a visually striking mature plant with dense, purple-hued colas that are shaped like spears and heavily coated in resin. Archive Seeds Bank describes the flavor of Scooby Snacks as “butter cookie,” a delectable descriptor that makes it sound like this strain tastes as good as it looks.  ",,Archive Seed Bank,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/664/avatar/original/1565304322-180108F_32652_ScoobySnacks_1.jpg,https://images.weedmaps.com/strains/000/000/664/hero/original/1565304322-180108F_32652_ScoobySnacks_1.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': 'd81a933b-fce8-4b97-b393-13c95de15a7e', 'type': 'tag', 'name': 'Aroused'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}]","[{'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]"
Scott's OG,scott-s-og,hybrid,"Scott’s OG was created by Colorado seed bank Rare Dankness between 2010 and 2011. 

There’s a misperception it’s named for Rare Dankness founder Scott Reach (whose nickname “Moonshine” was the inspiration for the seed bank’s Moonshine Haze.) In reality, the strain’s named for Reach’s close friend, legendary breeder Scott Blakey, aka Shantibaba. 

Reach said Scott’s OG is an extremely potent bud that often tests above 25% THC. It’s been used as the base for crosses by countless up-and-coming seed companies.

The strain is a cross between a Triangle Kush female he acquired during his time with the Devil’s Harvest Krew, and pollen from a Rare Dankness #1 male. He said the Triangle Kush used to create this hybrid was commonly traded among trusted growers in the early days of the “green rush” when open genetics sharing was more common. 

Prospective growers should know the strain has a 50-65 day flowering time, producing solid, easy-to-trim yields of very resinous buds that emit a pungent, Lemon Kush aroma. 

Both regular and feminized Scott’s OG seeds are available from Rare Dankness.   
",,Scott Reach     Rare Dankness Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/205/avatar/original/1548297895-180122_12030_ScottsOG_1.jpg,https://images.weedmaps.com/strains/000/000/205/hero/original/1548297895-180122_12030_ScottsOG_1.jpg,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}]"
Scroopy Noopers,scroopy-noopers,hybrid,"Fans of the TV program Rick & Morty will recognize the name Scroopy Noopers. This fictional scientist served as the inspiration when Green Dream created the cultivar by crossing Girl Scout Cookies and Star Dawg. Coffee and chocolate lovers will rejoice at the luscious aroma of Scroopy Noopers. THC levels as high as 27% mean that Scroopy Noopers is not for the uninitiated. Users report that this is a good strain to chill with and, for some, it even relieves muscle spasms and bouts of restlessness.","Growing Scroopy Noopers indoors is simple and a good place to start for newcomers to cannabis cultivation. Yields are abundant and the flowering period occurs between 75 and 78 days, which is longer than for many other strains.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}]",[]
Sensi Star,sensi-star,hybrid,"Sensi Star is a mid-’90s creation from Paradise Seeds in Amsterdam. Its exact lineage remains a mystery, though Paradise has revealed that the strain’s genetics lean heavily toward its Afghan heritage. This strain is the winner of more than a dozen awards, (including first place Bio at Highlife Cannabis Cup in 1999, third Place at the 2005 High Times Cannabis Cup, and first Hydro at High Life Cannabis Cup in 2010. 

Sensi Star grows short and dense with thick, dark-green leaves in a flowering time of 56 to 63 days. Its stonelike buds are heavily frosted with well-pronounced trichomes, delivering a metallic, minty-sweet flavor. Though an outdoor grow with plenty of sun will generally get the highest yields from Sensi Star, the strain’s compact size makes it great for indoor growing as well. It responds particularly well to Sea of Green (SOG) and Screen of Green (SCROG) systems, as its side branches can also be high-yielding. Paradise Seeds carries both regular and feminized Sensi Star seeds. 
",,Paradise Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/206/avatar/original/1549405981-180126_40878_Sensi_Star_FTS_001.jpg,https://images.weedmaps.com/strains/000/000/206/hero/original/1586220382-Sensi-star-DL.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': 'cb4aa1bb-d8a1-413e-b083-08addbd0a631', 'type': 'tag', 'name': 'Pine'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]"
Sexxpot,sexxpot,hybrid,"As its provocative name suggests, Sexxpot was explicitly developed to fire up a woman’s libido. This 100% pure indica strain, inspired by Sensi Seeds’ Mr. Nice, has been called the “Female Viagra” of the smoking universe. Karyn Wagner, founder of Paradigm Medical Marijuana, created Sexxpot to put women in a pleasurable but fully alert headspace during intimate moments. The potentially arousing effects of Sexxpot are complemented by sensual flavors of berry, coffee, and all around sweetness with aromas to match. THC levels are relatively low, hovering around 15%, so users can enjoy this strain day or night.","Sturdy stalks and a manageable height make Sexxpot easy to grow for newbies. Pruning is a must, but this plant can withstand sudden shifts in temperature and humidity, which means it’s a safe bet to grow outdoors. Flowers bud at 7 to 9 weeks indoors with appealing colors of jade, lavender, and cobalt on bold display.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],[],[]
SFV Headband,sfv-headband,hybrid,"SFV Headband is a reported cross of SFV OG and Headband, bred by High Level Health in Colorado. Recognized as the 11th-strongest strain on earth by High Times Magazine in 2012, this strain is reported to reach THC levels that range between 21% to 31.48%. This strain is versatile in either outdoor or indoor grow environments, but can be sensitive to stress caused by high temperatures and insect damage. 

The strain grows to medium height and displays a large amount of side branching, making it ideal for Sea of Green applications. The flowering process can last anywhere from nine to 10 weeks. The buds often have a golf-ball-like structure and come in high yields under the optimal growing conditions. 

According to a head grower at High Level Health, the strain’s effect starts with a cerebral “headband” sensation, then moves to a heavy body high. The breeder also reports that SFV Headband has a sour, gaslike flavor profile and the presence of multiple terpenes, including myrcene, limonene, caryophyllene, and linalool. ",,High Level Health,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/207/avatar/original/1561760354-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/207/hero/original/1561760354-Strain_Flower-Hybrid_v5__1_.jpg,[],[],[]
SFV Kush,sfv-kush,hybrid,"LaMota Seeds created SFV Kush in California’s San Fernando Valley, natch, by crossing
Chemdawg, Thai, and Hindu Kush Pakistani. The strain has a strong earthy smell and lemony diesel taste, according to LaMota Seeds.
 
Despite its indica-dominant genetics, SFV Kush grows like a sativa, requiring heavy feeding and fertilizing, according to LaMota. The plants are pest and disease resistant but need lots of space and an experienced hand to employ Sea of Green (SOG), Screen of Green (ScrOG), or super-cropping to achieve the best results. It grows well inside or outside and flowers in eight to nine weeks or mid-October, respectively. Online sources report relaxing effects that tend toward sleep-inducing.",,LaMota Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/686/avatar/original/1565385856-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/686/hero/original/1565385856-Strain_Flower-Hybrid_v5__1_.jpg,[],[],[]
SFV OG,sfv-og,hybrid,"SFV OG - or San Fernando Valley OG - began as a phenotype of OG Kush. A grower named Swerve at Cali Connection Farms in Southern California’s San Fernando Valley bred it with an Afghani  from Homegrown Fantaseeds. The resulting strain takes its initials from its parent strain, as well as the abbreviated location of its seed bank. 

Breeders created the strain after selecting OG Kush for its earthy, lemony smell and sedating properties, which are the result of high levels of myrcene, limonene and caryophyllene.

The strain took 3rd place in the Indica category at the High Times Cannabis Cup in Amsterdam in 2012, and 1st place at the Denver Cannabis Cup that same year.","Novice breeders should find the strain to be an excellent starter plant that grows well both indoors and outdoors. It’s ready to harvest in early October, or after 8-9 weeks. It tends to grow short and stocky with densely compacted buds, responding well in dry climates without much rain. ",Cali Connection,,,9.5,19.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/208/avatar/original/1553022121-171108_51179_SFVOG_1.jpg,https://images.weedmaps.com/strains/000/000/208/hero/original/1583292823-SFV-OG.jpg,"['San Fernando Valley OG', 'San Fernando Valley OG Kush', 'SFVOG', 'SFV OG Kush', 'SFV Kush']","[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '8769e57c-6dac-42a8-9a67-36cca36cc0dc', 'type': 'tag', 'name': 'Giggly'}]","[{'id': 'cb4aa1bb-d8a1-413e-b083-08addbd0a631', 'type': 'tag', 'name': 'Pine'}, {'id': 'e8b3b8e1-57f2-4472-9031-222ef540d0fb', 'type': 'tag', 'name': 'Sage'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]"
