strain_id,strain_name,strain_type,strain_rating,effects_profile,flavor_profile,strain_description,strain_profile
1067,Orient Express,Hybrid,4.5,"Uplifted,Euphoric,Happy,Hungry,Relaxed",Flavor profile currently unavailable,"Orient Express by Ace Seeds is a sativa-dominant hybrid with Asian lineage. Created by crossing Vietnam Black and China Yunnan, Orient Express has herbal, grassy aromas representative of the hot and humid forest floor in the dense rainforests of Southeast Asia. The effects are described as warm, clean, and pleasant and perfect for chatting and enjoying good company without paranoia or anxiety. With an average potency of 16% THC and an 8 to 10 week flowering time, Orient Express is an ideal option for new or seasoned gardeners. ","Hybrid,Uplifted,Euphoric,Happy,Hungry,Relaxed,Flavor profile currently unavailable"
1068,Ortega,Indica,4.8,"Relaxed,Giggly,Uplifted,Euphoric,Sleepy","Spicy/Herbal,Pepper,Earthy","Ortega by Mr. Nice Seeds is an indica strain bred from Northern Lights genetics. Since its creation in the mid-1980s, Oretga has offered growers heavy yields of resinous, sweet-smelling buds that finish flowering in just 6 to 8 weeks. Its effects are heavily tranquilizing and help to usher in sleep with late night use. ","Indica,Relaxed,Giggly,Uplifted,Euphoric,Sleepy,Spicy/Herbal,Pepper,Earthy"
1069,Outer Space,Sativa,4.7,"Uplifted,Creative,Euphoric,Energetic,Happy","Sweet,Citrus,Berry",Outer Space is a sativa-dominant strain that is a cross of Island Sweet Skunk and Trinity and is known for cerebral and creative effects. It has a citrusy odor that is strong and produces a flavorful smoke. Great as a daytime medicine.,"Sativa,Uplifted,Creative,Euphoric,Energetic,Happy,Sweet,Citrus,Berry"
1070,Outlaw,Sativa,4.5,"Euphoric,Uplifted,Creative,Energetic,Focused","Earthy,Woody,Spicy/Herbal","Outlaw is a high-intensity strain bred by Dutch Passion, who combined Super Haze and Amnesia to create this 80% sativa. It inherits a sweet aroma from its Haze parent, intermixing fresh earthiness with sour lemon. Outlaw’s initial impact comes quickly and powerfully, but evens out to an uplifting, clear-headed buzz over time. With a THC content that typically falls between 15-20%, Outlaw may help patients treat glaucoma, inflammation, depression, migraines, and ADD/ADHD. Outlaw’s breeders recommend growing this sativa using the screen of green (SCROG) method with a 12-week flowering in order to capture its full flavor.","Sativa,Euphoric,Uplifted,Creative,Energetic,Focused,Earthy,Woody,Spicy/Herbal"
1071,P 51,Indica,4.4,"Happy,Giggly,Tingly,Uplifted,Relaxed","Earthy,Spicy/Herbal,Sweet","P-51 is a piney, earthy indica strain that crosses a Tahoe OG male and a Blackberry mother. Created by Clint Pipkin, a grower in both Humboldt County and Northwestern Washington, the male was flowered in a window sill on the Key Peninsula in Pierce County. Thousands of seeds were created during this cross, and Washington producer Rootworx narrowed this strain down to the best cut from 70 phenotypes. This has become Rootworx’s signature strain, resulting in DOPE Magazine’s “Strain of the Month” in June 2015. This deeply relaxing indica has also been deemed “The Tranquilizer Dart” in recreational retail shops throughout Washington state.","Indica,Happy,Giggly,Tingly,Uplifted,Relaxed,Earthy,Spicy/Herbal,Sweet"
1072,P 91,Hybrid,4.5,"Euphoric,Happy,Relaxed,Creative,Energetic","Sweet,Chemical,Citrus","P-91 is the product of Northern Lights crossed with itself three times. This cubing comes out as a 50/50 hybrid that offers potent, balanced effects that settle in the limbs. The P-91 genetics originated in Poway, CA in 1991 (e.g., P-91) and has been employed by patients up and down the west coast seeking a functional smoke with inherent indica effects that are not debilitating.","Hybrid,Euphoric,Happy,Relaxed,Creative,Energetic,Sweet,Chemical,Citrus"
1073,Pacific Blue,Indica,5,"Tingly,Relaxed,Sleepy,Uplifted,Creative","Flowery,Earthy,Sweet","Pacific Blue by Falcanna is a flavorful cut with a THC content that consistently reaches above 20%. This indica-dominant strain was bred by crossing the legendary Kush powerhouse Pre-98 Bubba Kush with the fruity phenom DJ Short Blueberry. These robust and flavorful genetics offer aromas of sweet skunk and blueberry with a smooth floral aftertaste. Pacific Blue’s effects vary with dosage, but the onset is calming and euphoric, insulating the consumer in carefree bliss. This strain can get rather sedating with continued consumption, weighing on the limbs and gluing the body to the couch. Utilize Falcanna’s Pacific Blue to help with headaches, nausea, anxiety, and restlessness.      ","Indica,Tingly,Relaxed,Sleepy,Uplifted,Creative,Flowery,Earthy,Sweet"
1074,Pagoda,Sativa,5,"Uplifted,Happy,Relaxed,Talkative,Energetic","Citrus,Grapefruit,Tropical","Bodhi Seeds crossed the Genius phenotype of Apollo 11 with Appalachia to make this mostly sativa strain. Pagoda grows in the lanky manner of Apollo 11, meaning that she will require a great deal of support to keep her dense flowers off the ground. Flavors of pineapple, melon and starfruit combine with a pronounced chem-fuel funk to create a very unique terpene profile.","Sativa,Uplifted,Happy,Relaxed,Talkative,Energetic,Citrus,Grapefruit,Tropical"
1075,Pakistani Chitral Kush,Indica,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Berry","Chitral is a town in Pakistan known for making some of the best hash in the region. Pakistani Chitral Kush, also known as PCK, is a pure indica that is considered a selected landrace, meaning it is an indigenous strain that has been selectively inbred to enhance its characteristics. PCK produces a very colorful phenotype, often earning nicknames like Purple Pakistani or Purple Chitral. This strain is appreciated for its advanced resin production that enables this strain to produce the top-quality concentrates. PCK emits a diverse bouquet of aromas ranging from earthy caramel to sweet notes of fruits and berries. The influence of pure indica genetics creates powerfully relaxing body effects that helps to avoid anxieties and pain, as well as inducing sleep when needed.","Indica,Relaxed,Happy,Sleepy,Euphoric,Hungry,Earthy,Sweet,Berry"
1076,Pakistan Valley Kush,Indica,5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Pine,Sweet,Earthy","Pakistan Valley Kush is a pure indica landrace strain from the Hindu Kush mountain range. This bushy plant grows squat and resilient, exhibiting deep colors and earthy, floral aromas. Offering heavy sedative effects, this hardy bud relieves pain and saddles the consumer with long-lasting relaxation. This rare landrace is an evening-preferred strain unless the consumer is planning a day in bed or on the couch. Utilize Pakistan Valley Kush to curb physical pain, nausea, restlessness, headaches, and more.  ","Indica,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Pine,Sweet,Earthy"
1077,Pamelina,Indica,4.8,"Euphoric,Relaxed,Happy,Sleepy,Uplifted","Chemical,Sage,Flowery","Pamelina by Rare Dankness is a powerful indica-dominant strain supposedly named for a love interest of one of its breeders. This strain was crafted from the Forum cut of Girl Scout Cookies and Rare Dankness #2, creating a high-yielding, pungent plant with a 58 to 65 day flowering time. Pamelina expresses deep green and purple hues as well as doughy tasting terpenes with touches of windflower and fuel notes. This strain has been known to reduce stress and physical discomfort. ","Indica,Euphoric,Relaxed,Happy,Sleepy,Uplifted,Chemical,Sage,Flowery"
1078,Panama Punch,Sativa,4.9,"Happy,Energetic,Uplifted,Focused,Tingly","Orange,Tropical,Berry","Berry, apple, grape, mango, pineapple; if you love fruity flavors and terpenes, Panama Punch is the strain for you! A sativa-dominant hybrid, this cross of Panama Mean Green and Neville’s Haze possesses many of the characteristics associated with strong sativas: longer flowering times, high THC levels, and an intense, psychedelic buzz. In addition to the heavy fruit smells, Panama Punch has a spicy, Haze-like flavor when vaped or smoked.","Sativa,Happy,Energetic,Uplifted,Focused,Tingly,Orange,Tropical,Berry"
1079,Panama Red,Sativa,4.3,"Happy,Hungry,Uplifted,Energetic,Focused","Earthy,Spicy/Herbal,Skunk","Panama Red is best described as an old-school cannabis classic. Originating from Panama, this pure sativa rose to stardom in the late 1960’s thanks to its typical sativa effects: speedy and intense, bordering on psychedelic. As cannabis cultivation matured, Panama Red, which has a lengthy flowering time of at least 11 weeks, was left behind for faster growing strains and increased profits. However, those who fondly recall days of its prominence love its smooth medicating experience and loftily contemplate its revival. If you can get your hands on this sentimental throwback, do not hesitate to groove down memory lane and enjoy the ride.","Sativa,Happy,Hungry,Uplifted,Energetic,Focused,Earthy,Spicy/Herbal,Skunk"
1080,Panda OG,Hybrid,4.4,"Relaxed,Euphoric,Happy,Focused,Uplifted","Earthy,Berry,Chemical","From Grow Op Farms’ Phat Panda line, Panda OG is a hybrid from Washington State that crosses two sativa-dominant hybrids, OG Chem and Berry Sour Cream. Combining a long-lasting cerebral high with a sedating body buzz, this strain is great for treating anxiety, appetite loss, and insomnia. Panda OG smells very spicy yet earthy, and tastes sour on the tongue with slight undertones of berry.","Hybrid,Relaxed,Euphoric,Happy,Focused,Uplifted,Earthy,Berry,Chemical"
1081,Pandoras Box,Strain type currently unknown,0,"Euphoric,Energetic,Uplifted,Happy,Focused","Spicy/Herbal,Citrus,Flowery","A mostly sativa cross of Jack the Ripper and Space Queen, this strain has high THC levels and a citrus flavor.","Strain type currently unknown,Euphoric,Energetic,Uplifted,Happy,Focused,Spicy/Herbal,Citrus,Flowery"
1082,Papas OG,Strain type currently unknown,0,"Relaxed,Focused,Happy,Giggly,Sleepy","Earthy,Pungent,Sweet","Cultivated in Glendale, Arizona exclusively by Arizona Organix, Papa’s OG is an indica cannabis strain that provides positive and uplifting cerebral effects in unique combination with the classic indica full-body relaxation. Consumers find it to be functional and social while still remaining true to its indica roots. A descendant of Skywalker OG and OG Kush, Papa’s OG inherits a sweet and earthy grape aroma and potent medicinal effects suitable for patients treating pain, insomnia, and stress disorders.","Strain type currently unknown,Relaxed,Focused,Happy,Giggly,Sleepy,Earthy,Pungent,Sweet"
1083,Papaya,Indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Tropical,Sweet,Tree,Fruit","Papaya is an indica-dominant hybrid cannabis strain that is known for producing effects that might be more in line with a traditional sativa. The indica element of this strain does provide a mental calmness, but many consumers also find that this strain makes them energetic and productive. Nirvana Seeds bred this to be their take on a Mango strain and crossed Citral #13 with Ice #2 to make their own fruit. They met their own challenge and Papaya smells uncannily like its namesake. The taste is similar to its tropical fruit counterpart, but a spicy, peppery side also becomes apparent. The plants stay fairly short and thin, producing lots of fluffy buds with papaya-orange hairs in 8 or 9 weeks.","Indica,Relaxed,Sleepy,Happy,Euphoric,Hungry,Tropical,Sweet,Tree,Fruit"
1084,Papaya,Indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Tropical,Sweet,Tree,Fruit","Papaya is an indica-dominant hybrid cannabis strain that is known for producing effects that might be more in line with a traditional sativa. The indica element of this strain does provide a mental calmness, but many consumers also find that this strain makes them energetic and productive. Nirvana Seeds bred this to be their take on a Mango strain and crossed Citral #13 with Ice #2 to make their own fruit. They met their own challenge and Papaya smells uncannily like its namesake. The taste is similar to its tropical fruit counterpart, but a spicy, peppery side also becomes apparent. The plants stay fairly short and thin, producing lots of fluffy buds with papaya-orange hairs in 8 or 9 weeks.","Indica,Relaxed,Sleepy,Happy,Euphoric,Hungry,Tropical,Sweet,Tree,Fruit"
1085,Paris OG,Indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Lemon,Pine","Paris OG is an indica-dominant strain with calming effects that promote rest and relaxation. Rumor has it that Paris OG descends from Headband and Lemon OG, who together pass on a sweet blend of fruity, citrus flavors. With victories in multiple competitions including 1st place in the 2014 Michigan High Times' Cannabis Cup, Paris OG has undoubtedly secured itself a long-lasting reputation in the cannabis world.","Indica,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Earthy,Lemon,Pine"
1086,Paris Xxx,Indica,4.5,"Creative,Aroused,Uplifted,Energetic,Euphoric","Sweet,Pungent,Nutty","Paris XXX is an extension of the Paris OG family that has placed in multiple Cannabis Cup competitions. This indica variety combines Headband OG, Chemdawg, and OG Kush genetics, creating a crisp, piney, and woody flavor on inhale. The fast-acting effects provide a balance of cerebral stimulation and full-body relaxation. Paris XXX is known to increase your appetite while also sparking creativity. ","Indica,Creative,Aroused,Uplifted,Energetic,Euphoric,Sweet,Pungent,Nutty"
1087,Peaches And Cream,Strain type currently unknown,0,"Euphoric,Relaxed,Focused,Creative,Hungry","Peach,Sweet,Vanilla","The Peaches and Cream hybrid is a Skunk phenotype with a flavor that lives up to its name. Though floral and citrusy in aroma, Peaches and Cream has a sweet fruity taste underscored by a subtle spiciness. Its buds take on a soft pink-orange color during maturation with bright amber hairs bursting from pastel calyxes. Heady euphoria gives way to creativity and good moods, making this strain an excellent choice for focused tasks and unwinding after work.","Strain type currently unknown,Euphoric,Relaxed,Focused,Creative,Hungry,Peach,Sweet,Vanilla"
